,tick,institutional,shares_outstanding,value_holdings,increased_positions_holders,increased_positions_shares,decreased_positions_holders,decreased_positions_shares,held_positions_holders,total_positions_shares,new_positions_holders,new_positions_shares,sold_positions_holders,sold_positions_shares
3646,TIGR,1.50 %,"1,777",$171,73,"10,868,781",57,"9,661,914",141,"26,746,655",23,"2,919,046",35,"5,687,543"
3647,TIL,55.73 %,129,"$1,246",27,"2,312,015",23,"875,890",69,"71,856,991",9,"287,934",7,"157,415"
3648,TILE,89.04 %,59,$863,63,"4,209,677",81,"4,629,889",175,"52,585,100",20,"3,145,231",15,"1,190,731"
3649,TIOA,47.68 %,34,$162,24,"3,875,462",2,469,36,"16,448,468",19,"3,053,767",0,0
3650,TIOAW,09/30/2021,0,$667,09/30/2021,"555,476",192.951%,$555,0%,$312,09/30/2021,"233,333",New,$233
3651,TIPT,34.87 %,34,$175,43,"1,257,988",37,"914,189",92,"11,820,586",18,"787,698",14,"345,616"
3652,TIRX,1.03 %,7,$0,3,"66,939",4,"70,308",8,"70,413",2,"65,596",4,"70,308"
3653,TITN,76.94 %,23,$666,69,"1,323,626",64,"1,631,914",159,"17,385,311",17,"325,222",20,"717,044"
3654,TKNO,25.54 %,28,$158,38,"2,395,650",29,"1,702,510",72,"7,154,165",22,"704,591",21,"1,073,416"
3655,TLIS,72.63 %,26,$93,23,"402,927",19,"1,058,507",49,"19,092,879",7,"119,715",10,"595,633"
3656,TLMD,66.23 %,101,$140,42,"7,364,760",35,"9,999,004",84,"66,783,607",16,"2,688,396",20,"2,769,029"
3657,TLMDW,09/30/2021,"-24,478",$275,09/30/2021,"848,303",0%,$233,0%,$41,09/30/2021,"150,000",0%,$41
3658,TLRY,12.05 %,463,$586,167,"13,458,708",130,"8,574,770",410,"55,841,321",59,"4,434,359",46,"2,451,935"
3659,TLS,59.27 %,67,$668,80,"12,713,603",64,"7,107,912",155,"39,564,458",23,"2,137,691",29,"3,179,620"
3660,TLSA,1.44 %,97,$2,12,"192,329",10,"4,366,846",28,"1,399,066",5,"33,482",5,"4,180,473"
3661,TMC,3.42 %,225,$24,32,"5,848,963",67,"21,175,382",101,"7,700,373",25,"5,477,571",58,"16,780,173"
3662,TMCI,24.52 %,53,$228,34,"2,098,332",30,"2,071,171",76,"13,036,960",6,"651,209",14,"1,745,496"
3663,TMCWW,09/30/2021,0,$870,09/30/2021,"797,978",38.958%,$694,New,$533,09/30/2021,"249,201",8.476%,$217
3664,TMDI,4.24 %,111,$3,14,"2,086,335",18,"774,453",64,"4,715,133",8,"1,545,030",9,"288,402"
3665,TMDX,69.25 %,28,$422,68,"1,495,765",48,"1,056,106",142,"19,229,584",22,"913,288",23,"617,236"
3666,TMKR,80.55 %,28,$219,33,"5,448,520",14,"1,317,804",83,"22,232,532",12,"3,352,746",6,"477,339"
3667,TMKRU,9.76 %,28,$27,4,"124,768",21,"3,745,771",38,"2,694,068",3,"111,706",12,"3,280,618"
3668,TMKRW,09/30/2021,"985,114",$699,09/30/2021,"700,000",16.667%,$497,50.465%,$313,09/30/2021,"432,588",-3.159%,$307
3669,TMPM,63.66 %,10,$63,12,"1,122,430",4,"85,310",42,"6,487,315",3,"302,324",1,"70,000"
3670,TMPMW,09/30/2021,"150,000",$102,09/30/2021,"141,383",0%,$96,0%,$88,09/30/2021,"84,666",0%,$58
3671,TMUS,45.97 %,"1,249","$66,301",488,"46,089,514",490,"87,181,030","1,128","574,235,332",88,"8,142,979",120,"5,535,981"
3672,TNDM,99.37 %,64,"$8,248",189,"7,464,287",146,"5,187,856",384,"63,134,337",81,"1,505,583",36,"469,162"
3673,TNGX,74.78 %,88,$634,37,"54,714,447",16,"2,404,525",58,"65,465,378",27,"45,874,331",12,"2,327,554"
3674,TNXP,19.36 %,440,$42,45,"14,484,367",31,"3,682,728",101,"85,098,420",16,"1,594,709",12,"819,361"
3675,TNYA,79.78 %,41,$610,46,"32,935,362",0,0,46,"32,935,362",46,"32,935,362",0,0
3676,TOI,95.12 %,23,$141,16,"3,489,482",17,"3,370,130",59,"21,878,353",5,"1,665,215",8,"3,131,045"
3677,TOIIW,09/30/2021,0,"$1,188",09/30/2021,"372,284",0%,$354,-0.008%,$303,09/30/2021,"254,570",0%,$242
3678,TOMZ,8.59 %,20,$2,5,"1,334,249",8,"262,702",18,"1,690,732",1,"1,291,000",3,"254,936"
3679,TOPS,1.26 %,40,$1,12,"218,883",8,"60,783",26,"502,728",7,"191,702",4,"11,445"
3680,TOUR,4.25 %,353,$16,8,"152,743",24,"915,363",37,"15,006,111",5,"128,349",11,"160,077"
3681,TOWN,49.87 %,73,"$1,219",77,"1,150,270",64,"1,824,497",191,"36,215,839",17,"274,212",16,"979,536"
3682,TPBAU,94.87 %,18,$172,25,"17,110,413",0,0,25,"17,110,413",25,"17,110,413",0,0
3683,TPIC,86.02 %,37,$637,125,"4,614,532",112,"4,586,217",281,"32,066,692",22,"834,840",45,"960,901"
3684,TPST,31.77 %,7,$21,13,"473,803",8,"113,226",27,"2,195,693",3,"67,613",5,"20,046"
3685,TPTX,93.48 %,49,"$1,850",95,"4,244,320",87,"4,030,848",214,"46,255,129",24,"1,964,001",18,"1,303,844"
3686,TREE,87.58 %,13,"$1,430",137,"1,417,759",101,"2,382,899",270,"11,679,827",32,"253,664",40,"933,364"
3687,TRHC,90.88 %,26,$289,80,"3,468,667",76,"2,345,538",187,"23,371,958",27,"2,120,125",32,"703,897"
3688,TRIB,6.60 %,84,$10,8,"167,911",16,"316,703",32,"5,516,044",3,"75,407",9,"101,888"
3689,TRIN,26.97 %,27,$120,22,"924,276",18,"682,915",43,"7,160,910",7,"181,185",6,"331,886"
3690,TRIP,77.71 %,125,"$2,767",150,"13,971,191",160,"16,972,080",361,"97,437,693",53,"6,077,400",62,"8,232,190"
3691,TRIT,2.57 %,83,$10,8,"1,029,631",24,"2,069,806",42,"2,137,328",0,0,14,"1,909,117"
3692,TRITW,09/30/2021,"49,553","$2,505",09/30/2021,"913,347",0%,"$1,178",0%,$631,09/30/2021,"145,712",0%,$188
3693,TRKA,0.89 %,44,$1,9,"204,824",3,"64,124",14,"387,967",4,"69,498",2,"64,122"
3694,TRMB,92.92 %,251,"$20,018",328,"16,745,491",218,"13,146,836",647,"233,224,725",96,"8,650,814",34,"2,320,507"
3695,TRMD,74.89 %,77,$431,12,"462,209",10,"283,835",29,"57,427,787",4,"298,193",2,"29,251"
3696,TRMK,66.21 %,62,"$1,392",97,"4,730,768",83,"2,471,796",226,"41,349,321",27,"902,032",28,"560,771"
3697,TRMR,09/30/2021,"1,160,455","$17,859",09/30/2021,"1,080,100",0%,"$16,623",85.55%,"$12,327",09/30/2021,"743,649",New,"$11,445"
3698,TRNS,69.04 %,8,$484,48,"328,186",33,"338,393",99,"5,191,210",17,"92,416",5,"43,745"
3699,TRON,64.80 %,18,$118,32,"11,988,473",0,0,32,"11,988,473",32,"11,988,473",0,0
3700,TRONW,09/30/2021,"400,299",$400,09/30/2021,"333,333",New,$333,New,$333,09/30/2021,"249,800",New,$250
3701,TROO,0.50 %,102,$3,17,"398,232",3,"139,399",20,"509,119",15,"379,119",2,"137,884"
3702,TROW,73.41 %,225,"$34,379",515,"6,916,861",433,"6,488,500","1,164","164,989,428",104,"1,085,256",45,"1,534,905"
3703,TRS,100.78 %,43,"$1,566",57,"2,079,723",63,"1,936,828",155,"43,190,087",7,"121,269",20,"581,001"
3704,TRST,65.92 %,19,$435,47,"1,026,403",65,"1,247,460",152,"12,669,187",12,"297,607",12,"203,144"
3705,TRUE,91.06 %,96,$298,51,"4,045,689",69,"7,743,194",132,"87,344,341",18,"1,972,935",16,"1,158,493"
3706,TRUP,83.20 %,40,"$4,132",117,"2,770,143",102,"2,333,426",269,"33,588,252",38,"467,200",28,"702,144"
3707,TRVG,47.66 %,69,$81,27,"5,294,503",29,"2,551,144",65,"33,009,318",10,"2,010,068",15,"687,900"
3708,TRVI,48.16 %,26,$12,6,"25,396",4,"55,381",19,"12,448,645",2,"18,397",1,"25,000"
3709,TRVN,22.50 %,165,$25,34,"2,649,300",28,"1,199,493",92,"37,010,820",6,"430,921",7,"447,997"
3710,TSAT,149.88 %,12,$599,33,"830,936",51,"703,837",110,"17,846,052",8,"96,087",12,"214,439"
3711,TSBK,55.10 %,8,$130,20,"250,582",28,"199,148",68,"4,604,099",5,"60,763",8,"53,363"
3712,TSC,76.54 %,33,$771,47,"933,904",52,"827,282",133,"25,377,823",8,"248,418",4,"82,433"
3713,TSCAP,5.35 %,2,$2,0,0,1,"1,175",1,"86,115",0,0,0,0
3714,TSCBP,0.00 %,3,$0,0,0,1,400,1,0,0,0,1,400
3715,TSCO,87.63 %,114,"$22,469",420,"5,975,218",393,"8,474,332",976,"99,731,024",104,"904,591",51,"522,820"
3716,TSEM,57.81 %,107,"$2,229",79,"8,288,278",60,"6,473,761",160,"61,738,343",27,"2,328,415",17,"2,377,397"
3717,TSHA,48.85 %,38,$241,25,"2,528,310",16,"1,419,335",51,"18,795,781",4,"748,350",5,"1,120,748"
3718,TSIB,60.87 %,30,$179,25,"3,160,427",11,"487,070",73,"18,261,728",11,"1,176,749",2,"120,271"
3719,TSIBU,34.26 %,30,$102,11,"87,410",19,"2,109,363",54,"10,278,682",6,"86,266",6,"530,272"
3720,TSIBW,09/30/2021,"27,282",$171,09/30/2021,"170,000",0%,$153,0%,$136,09/30/2021,"150,000",0%,$135
3721,TSLA,42.05 %,"1,004","$468,331","1,142","30,043,416",763,"12,966,607","2,332","422,289,057",193,"3,382,184",94,"743,300"
3722,TSP,37.69 %,189,"$2,577",72,"18,608,226",57,"2,904,776",138,"71,240,957",33,"1,818,121",29,"726,811"
3723,TSRI,8.45 %,2,$2,1,3,5,"24,281",10,"165,842",0,0,0,0
3724,TSVT,75.46 %,23,$569,92,"2,918,289",119,"3,037,776",257,"17,572,429",28,"574,888",59,"1,656,040"
3725,TTCF,16.27 %,82,$233,55,"2,514,428",44,"2,795,224",116,"13,339,187",20,"951,383",20,"1,750,174"
3726,TTD,66.98 %,436,"$30,010",389,"21,500,723",312,"17,340,970",830,"292,099,646",100,"1,473,647",80,"4,171,610"
3727,TTEC,36.71 %,47,"$1,510",115,"800,082",104,"1,037,243",256,"17,248,984",28,"356,842",20,"201,558"
3728,TTEK,93.68 %,54,"$9,627",154,"5,298,925",170,"1,361,004",398,"50,568,223",35,"3,370,784",38,"593,203"
3729,TTGT,94.90 %,29,"$2,702",125,"1,580,718",77,"1,059,933",234,"27,350,783",39,"528,541",13,"150,857"
3730,TTMI,101.46 %,104,"$1,511",93,"5,016,989",104,"11,370,485",233,"105,877,370",28,"1,927,927",30,"5,456,612"
3731,TTNP,3.92 %,10,$1,6,"16,362",9,"210,702",25,"386,877",3,"13,003",4,"126,614"
3732,TTOO,13.98 %,166,$14,28,"1,231,588",31,"5,759,695",93,"23,200,930",10,"1,072,500",13,"2,661,591"
3733,TTSH,34.08 %,52,$136,36,"3,379,991",16,"1,305,399",63,"17,713,367",17,"1,682,814",5,"74,980"
3734,TTWO,87.75 %,115,"$16,708",307,"11,061,729",374,"13,724,094",776,"101,178,817",70,"2,401,474",106,"2,200,034"
3735,TUEM,77.12 %,86,$185,41,"10,532,090",22,"14,456,663",72,"66,145,898",21,"6,430,128",15,"12,494,666"
3736,TUGC,14.33 %,6,$8,12,"592,459",0,0,13,"797,513",10,"566,133",0,0
3737,TUGCU,2.31 %,4,$1,3,"9,801",8,"404,404",11,"103,891",1,1,7,"404,381"
3738,TUGCW,09/30/2021,"100,000",$75,09/30/2021,"25,890",-49.472%,$19,New,$17,09/30/2021,"17,948",New,$13
3739,TURN,25.86 %,10,$20,11,"696,282",6,"66,408",28,"2,682,465",5,"664,001",2,"16,004"
3740,TUSK,63.62 %,47,$54,15,"1,378,248",24,"874,649",54,"29,699,313",3,"293,518",7,"179,319"
3741,TVAC,99.38 %,17,$174,28,"4,858,789",20,"1,876,803",69,"17,142,401",14,"2,557,703",8,"1,008,553"
3742,TVACW,09/30/2021,0,$974,09/30/2021,"700,000",-6.667%,$910,-32.65%,$657,09/30/2021,"393,443",0%,$511
3743,TVTX,100.09 %,61,"$1,798",79,"10,438,164",73,"10,148,449",169,"61,278,643",34,"4,919,493",20,"846,246"
3744,TVTY,92.12 %,50,"$1,204",77,"5,489,200",73,"3,849,683",187,"45,833,123",23,"627,866",24,"651,398"
3745,TW,99.39 %,105,"$10,105",165,"2,799,339",116,"4,054,339",318,"104,484,376",41,"533,608",25,"261,981"
3746,TWCB,37.65 %,17,$62,21,"6,345,229",0,0,21,"6,345,229",21,"6,345,229",0,0
3747,TWCBW,09/30/2021,"250,000",$280,09/30/2021,"250,000",New,$280,New,$206,09/30/2021,"75,000",New,$84
3748,TWIN,50.91 %,14,$85,15,"344,896",13,"309,623",43,"6,922,961",3,"15,979",0,0
3749,TWKS,15.42 %,305,"$1,431",65,"47,057,656",0,0,65,"47,057,656",65,"47,057,656",0,0
3750,TWLV,60.25 %,36,$209,28,"2,979,148",6,"363,539",61,"21,487,058",13,"1,487,492",2,"276,400"
3751,TWLVU,29.59 %,36,$104,8,"546,230",24,"1,966,932",52,"10,527,997",4,"530,123",11,"1,614,849"
3752,TWLVW,09/30/2021,0,$571,09/30/2021,"416,666",0%,$265,0%,$221,09/30/2021,"335,000",3.077%,$213
3753,TWNK,110.72 %,138,"$2,729",88,"10,457,914",89,"10,965,353",206,"153,216,991",16,"3,383,787",18,"802,386"
3754,TWOU,116.50 %,75,"$2,053",114,"8,075,400",137,"7,776,339",304,"87,811,030",32,"2,222,535",46,"1,566,878"
3755,TWST,98.00 %,49,"$4,671",127,"4,138,590",95,"3,571,176",272,"48,304,431",34,"537,906",37,"585,563"
3756,TXG,86.19 %,92,"$11,625",159,"6,661,590",158,"5,267,678",379,"78,939,512",46,"1,344,088",50,"586,784"
3757,TXMD,31.36 %,425,$77,74,"11,796,251",57,"47,164,514",175,"133,271,632",21,"3,914,474",23,"19,274,462"
3758,TXN,84.41 %,924,"$150,175",945,"29,451,835",744,"26,051,781","2,028","779,563,701",111,"2,710,905",111,"2,542,360"
3759,TXRH,95.85 %,70,"$5,931",179,"8,867,336",143,"6,878,451",377,"66,756,714",50,"4,883,358",42,"1,307,811"
3760,TYME,9.25 %,172,$12,16,"2,020,667",37,"2,319,475",77,"15,934,448",6,"741,341",14,"555,351"
3761,TYRA,63.20 %,41,$504,25,"26,080,552",0,0,25,"26,080,552",25,"26,080,552",0,0
3762,TZOO,32.23 %,12,$38,37,"659,325",20,"432,724",63,"3,951,325",15,"368,978",7,"203,527"
3763,TZPS,71.99 %,29,$203,23,"4,179,698",9,"1,131,044",68,"20,698,025",10,"1,739,557",4,"409,388"
3764,TZPSU,35.28 %,29,$101,9,"6,076,426",17,"3,317,472",52,"10,144,141",4,"5,979,266",8,"2,709,930"
3765,TZPSW,09/30/2021,"178,839",$301,09/30/2021,"316,980",New,$205,0%,$151,09/30/2021,"216,666",0%,$140
3766,UAL,58.57 %,324,"$8,856",225,"13,294,882",267,"19,382,743",622,"189,639,866",69,"2,363,270",72,"7,249,785"
3767,UBCP,10.28 %,6,$9,11,"30,595",6,"62,415",25,"614,512",1,"11,355",3,"61,755"
3768,UBFO,25.59 %,17,$35,10,"476,659",30,"559,607",51,"4,353,006",2,"424,122",11,"213,072"
3769,UBOH,19.98 %,3,$18,10,"2,748",5,"16,994",20,"654,577",2,605,1,"13,593"
3770,UBSI,68.61 %,129,"$3,466",131,"4,363,052",122,"2,435,732",314,"88,644,918",37,"1,537,450",19,"155,311"
3771,UBX,26.48 %,58,$36,25,"1,406,405",44,"3,946,786",100,"15,285,540",8,"202,924",17,"336,740"
3772,UCBI,89.24 %,89,"$2,948",102,"4,552,543",104,"3,322,421",246,"79,687,418",24,"1,301,457",27,"745,937"
3773,UCBIO,0.00 %,4,$0,0,0,2,"25,200",2,0,0,0,2,"25,200"
3774,UCL,0.03 %,161,$0,4,"17,399",1,6,5,"42,606",0,0,1,6
3775,UCTT,85.10 %,45,"$2,198",109,"6,253,963",147,"4,144,710",291,"38,207,844",29,"4,762,264",50,"1,141,688"
3776,UEIC,103.53 %,13,$524,58,"1,060,790",65,"715,692",150,"13,564,100",14,"84,859",7,"57,622"
3777,UEPS,22.97 %,57,$64,14,"2,313,971",27,"3,083,344",53,"13,089,679",5,"481,434",10,"1,551,423"
3778,UFCS,62.32 %,25,$356,54,"511,693",50,"817,597",139,"15,652,596",13,"121,032",10,"106,997"
3779,UFPI,82.20 %,62,"$4,656",145,"2,810,853",136,"2,151,354",320,"50,869,292",30,"911,444",30,"286,617"
3780,UFPT,80.19 %,8,$436,42,"296,970",45,"348,275",104,"6,039,423",11,"107,087",5,"109,891"
3781,UG,25.24 %,5,$20,5,"3,150",10,"35,364",29,"1,159,534",1,300,1,"11,000"
3782,UGRO,20.11 %,11,$23,23,"938,116",17,"313,077",45,"2,164,136",13,"806,548",8,"214,946"
3783,UHAL,35.94 %,20,"$5,137",117,"305,497",138,"385,001",313,"7,046,265",32,"49,528",24,"37,563"
3784,UIHC,21.98 %,43,$45,36,"2,077,865",61,"5,435,882",108,"9,495,801",19,"1,192,985",26,"1,432,085"
3785,UK,3.73 %,76,$2,7,"351,138",1,"24,992",10,"2,834,981",4,"140,721",1,"24,992"
3786,UKOMW,09/30/2021,0,$26,09/30/2021,"158,100",0%,$20,New,$14,09/30/2021,"101,356",New,$13
3787,ULBI,32.70 %,16,$29,9,"426,140",33,"562,513",52,"5,257,740",1,61,10,"129,330"
3788,ULCC,16.94 %,216,$556,52,"4,227,350",36,"5,155,355",98,"36,599,108",20,"2,020,770",16,"2,763,208"
3789,ULH,24.00 %,27,$133,31,"818,619",40,"1,045,049",83,"6,460,441",5,"146,768",11,"622,807"
3790,ULTA,93.12 %,54,"$20,698",372,"4,977,444",376,"4,872,393",893,"50,615,052",98,"806,031",65,"536,878"
3791,UMBF,85.13 %,48,"$4,461",98,"1,726,403",130,"2,186,443",264,"41,170,110",30,"330,889",19,"64,905"
3792,UMPQ,90.76 %,217,"$3,985",121,"9,116,783",157,"11,902,589",338,"196,599,450",33,"1,479,269",26,"2,416,762"
3793,UNAM,19.80 %,5,$3,4,"18,920",3,"13,542",12,"1,050,611",3,"16,341",1,22
3794,UNB,13.64 %,4,$19,10,"49,540",18,"35,183",37,"611,827",1,446,6,"20,693"
3795,UNCY,7.12 %,15,$3,10,"1,065,677",0,0,10,"1,065,677",10,"1,065,677",0,0
3796,UNIT,83.69 %,236,"$2,723",107,"11,995,753",115,"6,893,959",291,"197,579,368",26,"2,625,240",31,"1,138,646"
3797,UNTY,46.14 %,10,$126,12,"172,647",25,"203,365",49,"4,786,345",1,"10,861",7,"44,729"
3798,UONE,5.98 %,9,$3,17,"197,470",10,"267,442",31,"544,713",10,"141,642",8,"243,519"
3799,UONEK,26.66 %,37,$35,18,"1,510,617",17,"747,215",41,"9,949,616",9,"675,761",6,"95,576"
3800,UPC,1.57 %,22,$1,4,"300,383",1,18,6,"341,302",3,"300,161",1,18
3801,UPLD,78.97 %,31,$507,78,"2,235,760",65,"1,920,664",174,"24,105,404",16,"196,166",20,"951,533"
3802,UPST,60.39 %,82,"$9,718",333,"15,641,778",109,"11,905,869",469,"49,238,359",222,"3,996,874",52,"2,658,109"
3803,UPTD,65.31 %,5,$31,16,"3,097,288",0,0,16,"3,097,288",16,"3,097,288",0,0
3804,UPTDU,16.80 %,4,$8,11,"744,282",0,0,11,"744,282",11,"744,282",0,0
3805,UPTDW,09/30/2021,"195,000",$105,09/30/2021,"143,947",New,$78,New,$47,09/30/2021,"87,500",New,$47
3806,UPWK,70.33 %,128,"$3,459",155,"13,968,959",118,"7,725,076",318,"90,193,052",55,"4,171,205",38,"2,224,356"
3807,URBN,73.55 %,98,"$2,445",119,"12,971,455",133,"9,644,556",294,"72,347,077",41,"1,788,599",48,"3,508,121"
3808,URGN,62.91 %,22,$170,38,"2,060,375",29,"1,972,470",95,"14,103,902",13,"1,769,027",5,"116,399"
3809,UROY,5.87 %,83,$23,22,"3,603,805",4,"312,930",28,"4,884,118",16,"2,956,720",4,"312,930"
3810,USAK,48.90 %,9,$88,27,"503,424",26,"356,101",68,"4,345,475",8,"302,181",6,"78,668"
3811,USAP,59.60 %,9,$46,10,"255,107",19,"277,289",45,"5,321,420",1,"205,000",4,"81,106"
3812,USAU,6.53 %,7,$5,10,"62,139",4,"22,444",20,"463,255",5,"36,205",3,"22,441"
3813,USCB,219.68 %,4,$130,24,"8,787,183",0,0,24,"8,787,183",24,"8,787,183",0,0
3814,USEG,8.24 %,5,$1,8,"259,020",6,"19,441",17,"385,175",5,"177,149",3,872
3815,USIO,19.40 %,25,$38,17,"489,808",14,"648,798",36,"4,844,279",6,"319,078",6,"528,168"
3816,USLM,26.02 %,6,$200,30,"75,093",23,"63,813",70,"1,472,568",8,"16,042",2,"4,485"
3817,USWS,34.65 %,52,$33,12,"8,068,550",13,"700,113",33,"18,137,354",8,"97,972",8,"411,122"
3818,USWSW,09/30/2021,0,$181,09/30/2021,"800,000",New,$103,0%,$65,09/30/2021,"21,730",New,$3
3819,UTHR,97.52 %,45,"$8,854",208,"4,616,884",179,"3,868,952",454,"43,921,190",56,"1,371,783",30,"416,602"
3820,UTMD,71.24 %,4,$320,28,"95,690",26,"93,537",71,"2,600,966",6,"50,606",2,"8,519"
3821,UTME,0.41 %,8,$0,3,"13,331",2,"7,898",5,"33,510",1,"12,403",1,"4,900"
3822,UTSI,3.99 %,36,$2,6,"81,368",6,"38,918",21,"1,432,212",5,"69,041",3,"14,377"
3823,UVSP,71.46 %,29,$638,58,"963,519",58,"721,476",148,"21,045,238",12,"91,154",13,"187,971"
3824,UXIN,6.01 %,"1,144",$155,25,"10,002,765",27,"2,682,191",63,"68,715,762",14,"3,651,808",13,"634,350"
3825,VABK,28.57 %,5,$55,10,"88,658",10,"24,380",39,"1,516,360",3,"80,428",2,"10,794"
3826,VACC,9.25 %,35,$42,5,"628,828",9,"331,421",19,"3,222,605",1,"600,000",5,"228,673"
3827,VALN,0.50 %,53,$12,4,"15,567",8,"553,253",13,"263,196",4,"15,567",6,"352,027"
3828,VALU,7.09 %,10,$30,9,"11,887",17,"23,709",37,"677,604",1,196,1,277
3829,VAQC,96.58 %,45,$428,27,"3,849,380",14,"721,229",108,"43,458,853",14,"3,549,134",4,"234,602"
3830,VBFC,8.27 %,1,$7,6,"7,597",4,"15,087",15,"121,927",2,"6,589",1,"14,857"
3831,VBIV,43.37 %,257,$310,51,"3,778,133",67,"6,908,957",148,"111,601,723",15,"1,405,656",24,"938,120"
3832,VBLT,7.99 %,62,$10,11,"1,667,437",14,"546,115",30,"4,951,430",8,"1,651,677",3,"80,843"
3833,VBNK,23.45 %,27,$83,24,"6,434,358",0,0,24,"6,434,358",24,"6,434,358",0,0
3834,VBTX,86.24 %,49,"$1,817",77,"4,490,869",80,"3,176,212",196,"42,515,675",21,"1,074,240",12,"429,475"
3835,VC,106.11 %,28,"$3,612",99,"1,915,877",117,"2,121,665",258,"29,707,922",18,"71,639",31,"279,796"
3836,VCEL,114.76 %,47,"$2,181",104,"4,295,393",98,"2,474,097",229,"53,725,194",23,"509,409",24,"768,896"
3837,VCKA,69.54 %,17,$121,14,"1,396,936",8,"52,457",33,"11,996,152",5,"634,666",0,0
3838,VCKAU,8.34 %,14,$12,2,"1,909",8,"401,623",18,"1,150,461",0,0,3,"312,624"
3839,VCKAW,09/30/2021,0,$426,09/30/2021,"375,000",0%,$227,0%,$212,09/30/2021,"280,962",-6.889%,$170
3840,VCNX,5.08 %,31,$3,11,"107,166",9,"165,070",31,"1,565,026",3,"44,419",6,"96,753"
3841,VCTR,72.78 %,16,$418,43,"1,343,296",55,"958,049",119,"11,890,313",14,"268,982",12,"288,829"
3842,VCXAU,86.67 %,21,$204,36,"17,901,317",0,0,36,"17,901,317",36,"17,901,317",0,0
3843,VCYT,105.75 %,71,"$3,189",100,"7,774,513",110,"5,914,565",245,"75,124,492",30,"2,834,760",32,"1,198,576"
3844,VECO,96.98 %,51,"$1,334",67,"3,482,921",86,"3,451,276",179,"48,980,060",15,"542,891",19,"375,048"
3845,VECT,69.74 %,34,$89,10,"639,649",9,"203,282",27,"23,721,131",1,31,2,"61,625"
3846,VEEE,8.15 %,7,$2,8,"570,445",0,0,8,"570,445",8,"570,445",0,0
3847,VELO,90.07 %,23,$203,52,"12,050,087",9,"1,484,016",83,"20,715,501",33,"6,012,405",5,"1,414,970"
3848,VELOU,5.50 %,23,$13,2,"14,975",45,"9,478,066",57,"1,264,703",0,0,32,"6,339,415"
3849,VELOW,09/30/2021,"304,500",$384,09/30/2021,"548,825",New,$329,New,$240,09/30/2021,"348,140",New,$209
3850,VENA,59.83 %,6,$36,14,"573,676",7,"491,604",30,"3,619,802",6,"176,679",3,"319,225"
3851,VENAR,09/30/2021,0,$100,09/30/2021,"159,929",0%,$64,0%,$55,09/30/2021,"125,000",0%,$50
3852,VENAU,2.93 %,5,$2,0,0,6,"128,279",9,"140,980",0,0,3,"115,100"
3853,VENAW,09/30/2021,0,$341,09/30/2021,"230,400",0%,$114,0%,$87,09/30/2021,"134,900",0%,$67
3854,VEON,23.63 %,"1,757",$751,63,"60,657,762",42,"16,854,073",127,"415,039,052",11,"19,488,804",8,"830,009"
3855,VERA,65.70 %,21,$353,24,"890,370",10,"682,955",38,"13,775,942",17,"290,387",7,"186,065"
3856,VERB,8.30 %,70,$8,25,"2,326,762",18,"1,579,941",48,"5,850,755",14,"645,730",13,"1,466,372"
3857,VERBW,09/30/2021,"-47,430",$307,09/30/2021,"231,919",-3.367%,$158,New,$38,09/30/2021,852,New,$1
3858,VERI,43.35 %,35,$386,58,"1,906,143",54,"2,337,695",135,"15,119,438",22,"419,772",18,"631,749"
3859,VERO,39.73 %,54,$30,15,"1,404,011",24,"2,254,184",54,"21,518,711",2,"95,807",11,"1,722,351"
3860,VERU,30.46 %,80,$190,57,"3,172,806",57,"3,235,890",132,"24,323,853",21,"724,419",22,"969,436"
3861,VERV,57.59 %,48,$973,48,"4,413,066",43,"3,373,687",100,"27,743,216",32,"1,064,176",30,"2,069,877"
3862,VERX,62.60 %,41,$487,47,"4,426,000",29,"4,404,704",94,"25,525,437",18,"660,585",11,"3,309,739"
3863,VERY,1.38 %,15,$2,4,"15,849",9,"29,141",16,"205,773",0,0,4,"28,355"
3864,VEV,0.29 %,35,$0,7,"99,771",0,0,7,"99,771",7,"99,771",0,0
3865,VFF,21.73 %,86,$135,43,"1,148,408",43,"4,230,705",119,"18,624,892",12,"479,088",19,"775,443"
3866,VG,96.09 %,253,"$5,009",128,"17,440,388",122,"15,214,457",288,"242,793,132",39,"2,263,820",25,"4,500,438"
3867,VGFC,0.00 %,104,$0,1,100,1,"4,000",3,"3,600",1,100,1,"4,000"
3868,VIA,40.04 %,16,$75,24,"469,173",43,"776,733",74,"6,235,015",8,"252,135",16,"433,244"
3869,VIAC,68.63 %,607,"$13,719",518,"32,972,467",428,"35,791,344","1,096","416,360,754",105,"7,237,455",118,"11,324,678"
3870,VIACA,15.32 %,41,$222,50,"252,166",53,"381,891",129,"6,235,909",19,"151,851",25,"123,152"
3871,VIACP,1.05 %,10,$6,0,0,2,758,4,"104,871",0,0,0,0
3872,VIASP,0.02 %,4,$0,0,0,0,0,1,600,0,0,0,0
3873,VIAV,93.55 %,238,"$3,473",125,"12,989,413",122,"13,304,522",323,"222,357,867",34,"1,876,755",26,"593,337"
3874,VICR,55.86 %,32,"$2,738",90,"1,779,262",94,"783,328",224,"17,882,519",34,"349,486",10,"132,975"
3875,VIEW,53.75 %,217,$474,71,"8,578,665",31,"3,967,085",111,"116,680,401",26,"4,043,495",18,"3,453,021"
